part_number,mlfb,productos,description
PSR135044276,MX2:PSR135044276,MEX:PSR135044276,"FUSIBLE PSR135044276 442MM, 50 A."
PSR136344276,MX2:PSR136344276,MEX:PSR136344276,"FUSIBLE PSR136344276 442MM, 63 A."
PSR137544276,MX2:PSR137544276,MEX:PSR137544276,"FUSIBLE PSR137544276 442MM, 75 A."
PR1310044276,MX2:PR1310044276,MEX:PR1310044276,"FUSIBLE PSR131004427 442MM, 100 A."
PR1312544276,MX2:PR1312544276,MEX:PR1312544276,"FUSIBLE PSR131254428 442MM, 125 A."
PR1316044276,MX2:PR1316044276,MEX:PR1316044276,"FUSIBLE PSR131604428 442MM, 160 A."
PR1320044288,MX2:PR1320044288,MEX:PR1320044288,"FUSIBLE PSR1320044288 442MM, 200 A."
PSR240644276,MX2:PSR240644276,MEX:PSR240644276,"FUSIBLE PSR240644276 442MM, 6 A."
PSR241044276,MX2:PSR241044276,MEX:PSR241044276,"FUSIBLE PSR241044276 442MM, 10 A."
PSR241644276,MX2:PSR241644276,MEX:PSR241644276,"FUSIBLE PSR241644276 442MM, 16 A."
PSR242544276,MX2:PSR242544276,MEX:PSR242544276,"FUSIBLE PSR242544276 442MM, 25 A."
PSR243244276,MX2:PSR243244276,MEX:PSR243244276,"FUSIBLE PSR243244276 442MM, 32 A."
PSR244044276,MX2:PSR244044276,MEX:PSR244044276,"FUSIBLE PSR244044276 442MM, 40 A."
PSR245044276,MX2:PSR245044276,MEX:PSR245044276,"FUSIBLE PSR245044276 442MM, 50 A."
PSR246344276,MX2:PSR246344276,MEX:PSR246344276,"FUSIBLE PSR246344276 442MM, 63 A."
PSR247544276,MX2:PSR247544276,MEX:PSR247544276,"FUSIBLE PSR247544276 442MM, 75 A."
PR2410044276,MX2:PR2410044276,MEX:PR2410044276,"FUSIBLE PSR2410044276 442MM, 100 A."
PR2412544276,MX2:PR2412544276,MEX:PR2412544276,"FUSIBLE PSR2412544276 442MM, 125 A."
PR2416044276,MX2:PR2416044276,MEX:PR2416044276,"FUSIBLE PSR2416044276 442MM, 160 A."
PR2420044276,MX2:PR2420044276,MEX:PR2420044276,"FUSIBLE PSR2420044288 442MM, 200 A"
PSR360653776,MX2:PSR360653776,MEX:PSR360653776,"FUSIBLE PSR360653776 537MM, 6 A."
PSR361053776,MX2:PSR361053776,MEX:PSR361053776,"FUSIBLE PSR361053776 537MM, 10 A."
PSR361653776,MX2:PSR361653776,MEX:PSR361653776,"FUSIBLE PSR361653776 537MM, 16 A."
PSR362553776,MX2:PSR362553776,MEX:PSR362553776,"FUSIBLE PSR362553776 537MM, 25 A."
PSR363364276,MX2:PSR363364276,MEX:PSR363364276,"FUSIBLE PSR363253776 537MM, 32 A."
PSR364053776,MX2:PSR364053776,MEX:PSR364053776,"FUSIBLE PSR364053776 537MM, 40 A."
PSR365053776,MX2:PSR365053776,MEX:PSR365053776,"FUSIBLE PSR365053776 537MM, 50 A."
PSR366353776,MX2:PSR366353776,MEX:PSR366353776,"FUSIBLE PSR366353776 537MM, 63 A."
PSR367553776,MX2:PSR367553776,MEX:PSR367553776,"FUSIBLE PSR367553776 537MM, 75 A."
PR3610053776,MX2:PR3610053776,MEX:PR3610053776,"FUSIBLE PSR3610053776 537MM, 100 A."
3RV20110AA10,3RV2011-0AA10,3RV20110AA10,INTERRUPTOR AUTOMÁTICO TAMAÑO S00 PARA P
3RV20110BA10,3RV2011-0BA10,3RV20110BA10,INTERRUPTOR AUTOMÁTICO TAMAÑO S00 PARA P
3RV20110CA10,3RV2011-0CA10,3RV20110CA10,INTERRUPTOR AUTOMÁTICO TAMAÑO S00 PARA P
3RV20110DA10,3RV2011-0DA10,3RV20110DA10,INTERRUPTOR AUTOMÁTICO TAMAÑO S00 PARA P
3RV20110EA10,3RV2011-0EA10,3RV20110EA10,INTERRUPTOR AUTOMÁTICO TAMAÑO S00 PARA P
3RV20110FA10,3RV2011-0FA10,3RV20110FA10,INTERRUPTOR AUTOMÁTICO TAMAÑO S00 PARA P
3RV20110GA10,3RV2011-0GA10,3RV20110GA10,INTERRUPTOR AUTOMÁTICO TAMAÑO S00 PARA P
3RV20110HA10,3RV2011-0HA10,3RV20110HA10,INTERRUPTOR AUTOMÁTICO TAMAÑO S00 PARA P
3RV20110JA10,3RV2011-0JA10,3RV20110JA10,INTERRUPTOR AUTOMÁTICO TAMAÑO S00 PARA P
3SE52500CC05,3SE5250-0CC05,3SE52500CC05,INTERRUPTEUR DE POSITION BOÎTIER EN MATI
3RV20110KA10,3RV2011-0KA10,3RV20110KA10,INTERRUPTOR AUTOMÁTICO TAMAÑO S00 PARA P
3RV20111AA10,3RV2011-1AA10,3RV20111AA10,INTERRUPTOR AUTOMÁTICO TAMAÑO S00 PARA P
3RV20111BA10,3RV2011-1BA10,3RV20111BA10,INTERRUPTOR AUTOMÁTICO TAMAÑO S00 PARA P
3RV20111DA10,3RV2011-1DA10,3RV20111DA10,INTERRUPTOR AUTOMÁTICO TAMAÑO S00 PARA P
3RV20111EA10,3RV2011-1EA10,3RV20111EA10,INTERRUPTOR AUTOMÁTICO TAMAÑO S00 PARA P
3RV20111FA10,3RV2011-1FA10,3RV20111FA10,INTERRUPTOR AUTOMÁTICO TAMAÑO S00 PARA P
3RV20111GA10,3RV2011-1GA10,3RV20111GA10,INTERRUPTOR AUTOMÁTICO TAMAÑO S00 PARA P
3RV20111HA10,3RV2011-1HA10,3RV20111HA10,INTERRUPTOR AUTOMÁTICO TAMAÑO S00 PARA P
3RV20111JA10,3RV2011-1JA10,3RV20111JA10,INTERRUPTOR AUTOMÁTICO TAMAÑO S00 PARA P
3RV20111KA10,3RV2011-1KA10,3RV20111KA10,INTERRUPTOR AUTOMÁTICO TAMAÑO S00 PARA P
3RV20114AA10,3RV2011-4AA10,3RV20114AA10,INTERRUPTOR AUTOMÁTICO TAMAÑO S00 PARA P
3RV20214AA10,3RV2021-4AA10,3RV20214AA10,INTERRUPTOR AUTOMÁTICO TAMAÑO S0 PARA PR
3RV20214BA10,3RV2021-4BA10,3RV20214BA10,INTERRUPTOR AUTOMÁTICO TAMAÑO S0 PARA PR
3RV20214CA10,3RV2021-4CA10,3RV20214CA10,INTERRUPTOR AUTOMÁTICO TAMAÑO S0 PARA PR
3RV20214DA10,3RV2021-4DA10,3RV20214DA10,INTERRUPTOR AUTOMÁTICO TAMAÑO S0 PARA PR
3RV20214NA10,3RV2021-4NA10,3RV20214NA10,INTERRUPTOR AUTOMÁTICO TAMAÑO S0 PARA PR
3RV20214EA10,3RV2021-4EA10,3RV20214EA10,CIRCUIT BREAKER SIZE S0 FOR MOTOR PROTEC
3RV20214PA10,3RV2021-4PA10,3RV20214PA10,INTERRUPTOR AUTOMÁTICO TAMAÑO S0 PARA PR
3RV20214FA10,3RV2021-4FA10,3RV20214FA10,INTERRUPTOR AUTOMÁTICO TAMAÑO S0 PARA PR
3RV20314EA10,3RV2031-4EA10,3RV20314EA10,INTERRUPTOR AUTOMÁTICO TAMAÑO S2 PARA PR
3RV20314PA10,3RV2031-4PA10,3RV20314PA10,INTERRUPTOR AUTOMÁTICO TAMAÑO S2 PARA PR
3RV20314UA10,3RV2031-4UA10,3RV20314UA10,INTERRUPTOR AUTOMÁTICO TAMAÑO S2 PARA PR
3RV20314VA10,3RV2031-4VA10,3RV20314VA10,INTERRUPTOR AUTOMÁTICO TAMAÑO S2 PARA PR
3RV20314WA10,3RV2031-4WA10,3RV20314WA10,INTERRUPTOR AUTOMÁTICO TAMAÑO S2 PARA PR
3RV20314XA10,3RV2031-4XA10,3RV20314XA10,INTERRUPTOR AUTOMÁTICO TAMAÑO S2 PARA PR
3RV20314JA10,3RV2031-4JA10,3RV20314JA10,INTERRUPTOR AUTOMÁTICO TAMAÑO S2 PARA PR
3RV20314KA10,3RV2031-4KA10,3RV20314KA10,INTERRUPTOR AUTOMÁTICO TAMAÑO S2 PARA PR
3RV20314RA10,3RV2031-4RA10,3RV20314RA10,INTERRUPTOR AUTOMÁTICO TAMAÑO S2 PARA PR
3RV20414JA10,3RV2041-4JA10,3RV20414JA10,"CIRCUITBREAKER SIZE S3, FOR MOTOR PROTE"
3RV20414KA10,3RV2041-4KA10,3RV20414KA10,"CIRCUITBREAKER SIZE S3, FOR MOTOR PROTE"
3RV20414YA10,3RV2041-4YA10,3RV20414YA10,"CIRCUITBREAKER SIZE S3, FOR MOTOR PROTE"
3RV20414MA10,3RV2041-4MA10,3RV20414MA10,"CIRCUITBREAKER SIZE S3, FOR MOTOR PROTE"
3RV20110AA15,3RV2011-0AA15,3RV20110AA15,INTERRUPTOR AUTOMÁTICO TAMAÑO S00 PARA P
3RV20110BA15,3RV2011-0BA15,3RV20110BA15,INTERRUPTOR AUTOMÁTICO TAMAÑO S00 PARA P
3RV20110CA15,3RV2011-0CA15,3RV20110CA15,INTERRUPTOR AUTOMÁTICO TAMAÑO S00 PARA P
3RV20110DA15,3RV2011-0DA15,3RV20110DA15,INTERRUPTOR AUTOMÁTICO TAMAÑO S00 PARA P
3RV20110EA15,3RV2011-0EA15,3RV20110EA15,INTERRUPTOR AUTOMÁTICO TAMAÑO S00 PARA P
3RV20110FA15,3RV2011-0FA15,3RV20110FA15,INTERRUPTOR AUTOMÁTICO TAMAÑO S00 PARA P
3RV20110GA15,3RV2011-0GA15,3RV20110GA15,INTERRUPTOR AUTOMÁTICO TAMAÑO S00 PARA P
3RV20110HA15,3RV2011-0HA15,3RV20110HA15,INTERRUPTOR AUTOMÁTICO TAMAÑO S00 PARA P
3RV20110JA15,3RV2011-0JA15,3RV20110JA15,INTERRUPTOR AUTOMÁTICO TAMAÑO S00 PARA P
3RV20110KA15,3RV2011-0KA15,3RV20110KA15,INTERRUPTOR AUTOMÁTICO TAMAÑO S00 PARA P
3RV20111AA15,3RV2011-1AA15,3RV20111AA15,INTERRUPTOR AUTOMÁTICO TAMAÑO S00 PARA P
3RV20111BA15,3RV2011-1BA15,3RV20111BA15,INTERRUPTOR AUTOMÁTICO TAMAÑO S00 PARA P
3RV20111CA15,3RV2011-1CA15,3RV20111CA15,INTERRUPTOR AUTOMÁTICO TAMAÑO S00 PARA P
3RV20111DA15,3RV2011-1DA15,3RV20111DA15,INTERRUPTOR AUTOMÁTICO TAMAÑO S00 PARA P
3RV20111EA15,3RV2011-1EA15,3RV20111EA15,INTERRUPTOR AUTOMÁTICO TAMAÑO S00 PARA P
3RV20111FA15,3RV2011-1FA15,3RV20111FA15,INTERRUPTOR AUTOMÁTICO TAMAÑO S00 PARA P
3RV20111GA15,3RV2011-1GA15,3RV20111GA15,INTERRUPTOR AUTOMÁTICO TAMAÑO S00 PARA P
3RV20111HA15,3RV2011-1HA15,3RV20111HA15,INTERRUPTOR AUTOMÁTICO TAMAÑO S00 PARA P
3RV20111JA15,3RV2011-1JA15,3RV20111JA15,INTERRUPTOR AUTOMÁTICO TAMAÑO S00 PARA P
3RV20111KA15,3RV2011-1KA15,3RV20111KA15,INTERRUPTOR AUTOMÁTICO TAMAÑO S00 PARA P
3RV20114AA15,3RV2011-4AA15,3RV20114AA15,INTERRUPTOR AUTOMÁTICO TAMAÑO S00 PARA P
3RV20214AA15,3RV2021-4AA15,3RV20214AA15,INTERRUPTOR AUTOMÁTICO TAMAÑO S0 PARA PR
3RV20214BA15,3RV2021-4BA15,3RV20214BA15,INTERRUPTOR AUTOMÁTICO TAMAÑO S0 PARA PR
3RV20214CA15,3RV2021-4CA15,3RV20214CA15,INTERRUPTOR AUTOMÁTICO TAMAÑO S0 PARA PR
3RV20214DA15,3RV2021-4DA15,3RV20214DA15,INTERRUPTOR AUTOMÁTICO TAMAÑO S0 PARA PR
3RV20214NA15,3RV2021-4NA15,3RV20214NA15,INTERRUPTOR AUTOMÁTICO TAMAÑO S0 PARA PR
3RV20214EA15,3RV2021-4EA15,3RV20214EA15,INTERRUPTOR AUTOMÁTICO TAMAÑO S0 PARA PR
3RV20214PA15,3RV2021-4PA15,3RV20214PA15,INTERRUPTOR AUTOMÁTICO TAMAÑO S0 PARA PR
3RV20214FA15,3RV2021-4FA15,3RV20214FA15,INTERRUPTOR AUTOMÁTICO TAMAÑO S0 PARA PR
3RV20314EA15,3RV2031-4EA15,3RV20314EA15,INTERRUPTOR AUTOMÁTICO TAMAÑO S2 PARA PR
3RV20314PA15,3RV2031-4PA15,3RV20314PA15,INTERRUPTOR AUTOMÁTICO TAMAÑO S2 PARA PR
3RV20314UA15,3RV2031-4UA15,3RV20314UA15,INTERRUPTOR AUTOMÁTICO TAMAÑO S2 PARA PR
3RV20314VA15,3RV2031-4VA15,3RV20314VA15,INTERRUPTOR AUTOMÁTICO TAMAÑO S2 PARA PR
3RV20314WA15,3RV2031-4WA15,3RV20314WA15,INTERRUPTOR AUTOMÁTICO TAMAÑO S2 PARA PR
3RV20314XA15,3RV2031-4XA15,3RV20314XA15,INTERRUPTOR AUTOMÁTICO TAMAÑO S2 PARA PR
3RV20314JA15,3RV2031-4JA15,3RV20314JA15,INTERRUPTOR AUTOMÁTICO TAMAÑO S2 PARA PR
3RV20314KA15,3RV2031-4KA15,3RV20314KA15,DISJONCTEURS DE TAILLE S2 POUR LA PROTEC
3RV20314RA15,3RV2031-4RA15,3RV20314RA15,INTERRUPTOR AUTOMÁTICO TAMAÑO S2 PARA PR
3RV20414JA15,3RV2041-4JA15,3RV20414JA15,"CIRCUITBREAKER SIZE S3, FOR MOTOR PROTE"
3RV20414KA15,3RV2041-4KA15,3RV20414KA15,"CIRCUITBREAKER SIZE S3, FOR MOTOR PROTE"
3RV20414YA15,3RV2041-4YA15,3RV20414YA15,"CIRCUITBREAKER SIZE S3, FOR MOTOR PROTE"
3RV20414MA15,3RV2041-4MA15,3RV20414MA15,"CIRCUITBREAKER SIZE S3, FOR MOTOR PROTE"
3RV20110HA25,3RV2011-0HA25,3RV20110HA25,INTERRUPTOR AUTOMÁTICO TAMAÑO S00 PARA P
3RV20110JA25,3RV2011-0JA25,3RV20110JA25,INTERRUPTOR AUTOMÁTICO TAMAÑO S00 PARA P
3RV20110KA25,3RV2011-0KA25,3RV20110KA25,INTERRUPTOR AUTOMÁTICO TAMAÑO S00 PARA P
3RV20111AA25,3RV2011-1AA25,3RV20111AA25,INTERRUPTOR AUTOMÁTICO TAMAÑO S00 PARA P
3RV20111BA25,3RV2011-1BA25,3RV20111BA25,INTERRUPTOR AUTOMÁTICO TAMAÑO S00 PARA P
3RV20111CA25,3RV2011-1CA25,3RV20111CA25,INTERRUPTOR AUTOMÁTICO TAMAÑO S00 PARA P
3RV20111DA25,3RV2011-1DA25,3RV20111DA25,INTERRUPTOR AUTOMÁTICO TAMAÑO S00 PARA P
3RV20111EA25,3RV2011-1EA25,3RV20111EA25,INTERRUPTOR AUTOMÁTICO TAMAÑO S00 PARA P
3RV20111FA25,3RV2011-1FA25,3RV20111FA25,INTERRUPTOR AUTOMÁTICO TAMAÑO S00 PARA P
3RV20111GA25,3RV2011-1GA25,3RV20111GA25,INTERRUPTOR AUTOMÁTICO TAMAÑO S00 PARA P
3RV20111HA25,3RV2011-1HA25,3RV20111HA25,INTERRUPTOR AUTOMÁTICO TAMAÑO S00 PARA P
3RV20111JA25,3RV2011-1JA25,3RV20111JA25,INTERRUPTOR AUTOMÁTICO TAMAÑO S00 PARA P
3RV20111KA25,3RV2011-1KA25,3RV20111KA25,INTERRUPTOR AUTOMÁTICO TAMAÑO S00 PARA P
3RV20114AA25,3RV2011-4AA25,3RV20114AA25,INTERRUPTOR AUTOMÁTICO TAMAÑO S00 PARA P
3RV20214AA25,3RV2021-4AA25,3RV20214AA25,INTERRUPTOR AUTOMÁTICO TAMAÑO S0 PARA PR
3RV20214BA25,3RV2021-4BA25,3RV20214BA25,INTERRUPTOR AUTOMÁTICO TAMAÑO S0 PARA PR
3RV20214CA25,3RV2021-4CA25,3RV20214CA25,INTERRUPTOR AUTOMÁTICO TAMAÑO S0 PARA PR
3RV20214DA25,3RV2021-4DA25,3RV20214DA25,INTERRUPTOR AUTOMÁTICO TAMAÑO S0 PARA PR
3RV20214NA25,3RV2021-4NA25,3RV20214NA25,INTERRUPTOR AUTOMÁTICO TAMAÑO S0 PARA PR
3RV20214EA25,3RV2021-4EA25,3RV20214EA25,INTERRUPTOR AUTOMÁTICO TAMAÑO S0 PARA PR
3RA29081A,3RA2908-1A,3RA29081A,DESTORNILLADOR SIRIUS PARCIALMENTE AISLA
3RV29011A,3RV2901-1A,3RV29011A,INTERRUPTOR AUXILIAR ADOSABLE EN LATERAL
3RV29011J,3RV2901-1J,3RV29011J,INTERRUPTOR AUXILIAR ADOSABLE EN LATERAL
3RV29011E,3RV2901-1E,3RV29011E,INTERRUPTOR AUXILIAR TRANSVERSAL 1NA+1NC
3RV29221CP0,3RV2922-1CP0,3RV29221CP0,DISPARADOR DE MÍNIMA TENSIÓN AC 230 V/50
3RV29221CV0,3RV2922-1CV0,3RV29221CV0,DISPARADOR DE MÍNIMA TENSIÓN AC 400 V/50
3RA19211D,3RA1921-1D,3RA19211D,"BLOQUE DE CONEXION, ELECTRICO Y MECANIC"
3RA29211A,3RA2921-1A,3RA29211A,BLOQUE DE CONEXIÓN PARA BORNE DE TORNILL
3RA19411AA00,3RA1941-1AA00,3RA19411AA00,BLOQUE DE CONEXI N EL CTRICO Y MEC NICO
3RA29211B,3RA2921-1B,3RA29211B,BLOQUE DE CONEXIÓN PARA BORNE DE TORNILL
3RA29311AA00,3RA2931-1AA00,3RA29311AA00,BLOQUE DE CONEXIÓN ELÉCTRICO Y MECÁNICO
3RV19231CA00,3RV1923-1CA00,3RV19231CA00,CAJA DE SUPERFICIE DE MATERIAL AISLANTE
3RV19331DA00,3RV1933-1DA00,3RV19331DA00,CAJA DE SUPERFICIE DE MATERIAL AISLANTE
3RV29263C,3RV2926-3C,3RV29263C,Palanca rotatoria para guardamotor SIRIUS 3RV s00..s0
3RV29363C,3RV2936-3C,3RV29363C,Palanca rotatoria para guardamotor SIRIUS 3RV s2
3RV29463C,3RV2946-3C,3RV29463C,Palanca rotatoria para guardamotor SIRIUS 3RV s3
3RV29171A,3RV2917-1A,3RV29171A,EMBARRADO TRIFÁSICO CON ALIMENTACIÓN A L
3RV29171E,3RV2917-1E,3RV29171E,EMBARRADO TRIFÁSICO CON ALIMENTACIÓN A L
3RV29174A,3RV2917-4A,3RV29174A,EMBARRADO TRIFÁSICO INCLUIDO CONECTOR DE
3RV29174B,3RV2917-4B,3RV29174B,EMBARRADO TRIFÁSICO INCLUIDO CONECTOR DE
3RV29175C,3RV2917-5C,3RV29175C,TRANSVERSAL TAMAÑO S00 BORNE DE TORNILLO
3RV19275A,3RV1927-5A,3RV19275A,CONECTOR DE UNIÓN PARA INTERRUPTOR AUTOM
3RV29277AA00,3RV2927-7AA00,3RV29277AA00,ZÓCALO DE CONTACTOR TAMAÑO S00/S0
3RV29175D,3RV2917-5D,3RV29175D,BLOQUE DE BORNES 6MM2 PARA LA TOMA DE CO
3RV19177B,3RV1917-7B,3RV19177B,PERFIL SOPORTE 45 MM PARA MONTAJE EN EMB
3RV29176A,3RV2917-6A,3RV29176A,TAPA FINAL PARA EMBARRADO TRIFÁSICO 3RV2
3RV29175BA00,3RV2917-5BA00,3RV29175BA00,CONECTOR DE AMPLIACIÓN PARA CONECTAR EMB
3RV19151AB,3RV1915-1AB,3RV19151AB,EMBARRADOS TRIFÁSICOS DISTANCIA ENTRE DI
3RV19151BB,3RV1915-1BB,3RV19151BB,EMBARRADOS TRIFÁSICOS DISTANCIA ENTRE DI
3RV19151CB,3RV1915-1CB,3RV19151CB,EMBARRADOS TRIFÁSICOS DISTANCIA ENTRE DI
3RV19151DB,3RV1915-1DB,3RV19151DB,JEUX DE BARRES TRIPHASÉ PAS MODULAIRE 45
3RV19351A,3RV1935-1A,3RV19351A,EMBARRADO TRIFÁSICO PARA 2 INTERRUPTORES
3RV19351C,3RV1935-1C,3RV19351C,"BARRA COLECTORA DE 3 FASES, P. 4 INTERR."
3RV19155A,3RV1915-5A,3RV19155A,BORNE DE ALIMENTACIÓN TRIFÁSICO PARA EMB
3RV29355A,3RV2935-5A,3RV29355A,BORNE DE ALIMENTACIÓN TRIFÁSICO TAMAÑO S
3RV19156AB,3RV1915-6AB,3RV19156AB,CUBIERTA PARA TERMINALES DE CONEXION
3RV19356A,3RV1935-6A,3RV19356A,"PROT. CONTRA CONTACTOS INVOL., PARA PUES"
3RV29255EB,3RV2925-5EB,3RV29255EB,BORNE DE ALIMENTACIÓN TRIFÁSICO PARA EMB
3RV29012A,3RV2901-2A,3RV29012A,INTERRUPTOR AUXILIAR ADOSABLE EN LATERAL
3RV29012B,3RV2901-2B,3RV29012B,INTERRUPTOR AUXILIAR ADOSABLE EN LATERAL
3RV29012E,3RV2901-2E,3RV29012E,INTERRUPTOR AUXILIAR TRANSVERSAL 1NA+1NC
3RA29112GA00,3RA2911-2GA00,3RA29112GA00,BLOQUE DE CONEXIÓN ELÉCTRICO Y MECÁNICO
3RA29212GA00,3RA2921-2GA00,3RA29212GA00,BLOQUE DE CONEXIÓN ELÉCTRICO Y MECÁNICO
3RV29175A,3RV2917-5A,3RV29175A,TRANSVERSAL TAMAÑO S00 BORNE DE RESORTE
3RV29275A,3RV2927-5A,3RV29275A,CONECTOR DE UNIÓN TAMAÑO S0 BORNE DE RES
3RV29175FA00,3RV2917-5FA00,3RV29175FA00,BLOQUE DE BORNES ACOMETIDA
3RT20151BB41,3RT2015-1BB41,3RT20151BB41,"CONTACTOR, AC3, 3 KW / 400 V,"
3RT20151AB01,3RT2015-1AB01,3RT20151AB01,"CONTACTOR DE POTENCIA, AC3 7 A, 3 KW/40"
3RT20151AK61,3RT2015-1AK61,3RT20151AK61,"CONTACTOR DE POTENCIA, AC3 7 A, 3 KW/40"
3RT20151AN61,3RT2015-1AN61,3RT20151AN61,"CONTACTOR DE POTENCIA, AC3 7 A, 3 KW/40"
3RT20151AR61,3RT2015-1AR61,3RT20151AR61,"CONTACTOR DE POTENCIA, AC3 7 A, 3 KW/40"
3RT20161BB41,3RT2016-1BB41,3RT20161BB41,"CONTACTOR, AC3, 4 KW / 400 V,"
3RT20161AB01,3RT2016-1AB01,3RT20161AB01,"CONTACTOR, AC3, 4 KW / 400 V,"
3RT20161AK61,3RT2016-1AK61,3RT20161AK61,"CONTACTOR DE POTENCIA, AC3 9 A, 4 KW/40"
3RT20161AN61,3RT2016-1AN61,3RT20161AN61,"CONTACTOR DE POTENCIA, AC3 9 A, 4 KW/40"
3RT20171BB41,3RT2017-1BB41,3RT20171BB41,"CONTACTOR DE POTENCIA, AC3 12 A, 5,5 KW"
3RT20161AR61,3RT2016-1AR61,3RT20161AR61,"CONTACTOR DE POTENCIA, AC3 9 A, 4 KW/40"
3RT20171AB01,3RT2017-1AB01,3RT20171AB01,"CONTACTOR DE POTENCIA, AC3 12 A, 5,5 KW"
3RT20171AK61,3RT2017-1AK61,3RT20171AK61,"CONTACTOR DE POTENCIA, AC3 12 A, 5,5 KW"
3RT20171AN61,3RT2017-1AN61,3RT20171AN61,"CONTACTOR DE POTENCIA, AC3 12 A, 5,5 KW"
3RT20171AR61,3RT2017-1AR61,3RT20171AR61,"CONTACTOR DE POTENCIA, AC3 12 A, 5,5 KW"
3RT20181BB41,3RT2018-1BB41,3RT20181BB41,"CONTACTOR DE POTENCIA, AC3 16 A, 7,5 KW"
3RT20181AB01,3RT2018-1AB01,3RT20181AB01,"CONTACTOR, AC3, 7,5 KW / 400"
3RT20181AK61,3RT2018-1AK61,3RT20181AK61,"CONTACTOR, AC3, 7,5 KW / 400 V, 1 NA, A"
3RT20181AN61,3RT2018-1AN61,3RT20181AN61,"CONTACTOR DE POTENCIA, AC3 16 A, 7,5 KW"
3RT20181AR61,3RT2018-1AR61,3RT20181AR61,"CONTACTOR DE POTENCIA, AC3 16 A, 7,5 KW"
3RT20261BB40,3RT2026-1BB40,3RT20261BB40,"CONTACTOR DE POTENCIA, AC3 25 A, 11 KW/"
3RT20261AC20,3RT2026-1AC20,3RT20261AC20,"CONTACTOR DE POTENCIA, AC3 25 A, 11 KW/"
3RT20261AK60,3RT2026-1AK60,3RT20261AK60,"CONTACTOR DE POTENCIA, AC3 25 A, 11 KW/"
3RT20261AN20,3RT2026-1AN20,3RT20261AN20,"CONTACTOR, AC3, 11 KW / 400 V,"
3RT20261AR60,3RT2026-1AR60,3RT20261AR60,"CONTACTOR DE POTENCIA, AC3 25 A, 11 KW/"
3RT20271BB40,3RT2027-1BB40,3RT20271BB40,"CONTACTOR, AC3, 15 KW / 400 V,"
3RT20271AC20,3RT2027-1AC20,3RT20271AC20,"CONTACTOR DE POTENCIA, AC3 32 A, 15 KW/"
3RT20271AK60,3RT2027-1AK60,3RT20271AK60,"CONTACTOR, AC3, 15 KW / 400 V, 1 NA + 1"
3RT20271AN20,3RT2027-1AN20,3RT20271AN20,"CONTACTOR DE POTENCIA, AC3 32 A, 15 KW/"
3RT20271AR60,3RT2027-1AR60,3RT20271AR60,"CONTACTOR DE POTENCIA, AC3 32 A, 15 KW/"
3RT20281BB40,3RT2028-1BB40,3RT20281BB40,"CONTACTOR DE POTENCIA, AC3 38 A, 18,5 K"
3RT20281AC20,3RT2028-1AC20,3RT20281AC20,"CONTACTOR DE POTENCIA, AC3 38 A, 18,5 K"
3RT20281AK60,3RT2028-1AK60,3RT20281AK60,"CONTACTOR, AC3, 18,5 KW / 400 V, 1 NA +"
3RT20281AN20,3RT2028-1AN20,3RT20281AN20,"CONTACTOR DE POTENCIA, AC3 38 A, 18,5 K"
3RT20281AR60,3RT2028-1AR60,3RT20281AR60,"CONTACTOR DE POTENCIA, AC3 38 A, 18,5 K"
3RT20351NB30,3RT2035-1NB30,3RT20351NB30,"CONTACTOR, AC3, 18,5 KW / 400"
3RT20351AC10,3RT2035-1AC10,3RT20351AC10,"CONTACTOR DE POTENCIA, AC3 40 A, 18,5 K"
3RT20351AK60,3RT2035-1AK60,3RT20351AK60,"CONTACTOR DE POTENCIA, AC3 40 A, 18,5 K"
3RT20351AN20,3RT2035-1AN20,3RT20351AN20,"CONTACTOR, AC3, 18,5 KW / 400"
3RT20351AR60,3RT2035-1AR60,3RT20351AR60,"CONTACTOR DE POTENCIA, AC3 40 A, 18,5 K"
3RT20361NB30,3RT2036-1NB30,3RT20361NB30,"CONTACTOR DE POTENCIA, AC3 50 A, 22 KW/"
3RT20361AC20,3RT2036-1AC20,3RT20361AC20,"CONTACTOR DE POTENCIA, AC3 50 A, 22 KW/"
3RT20361AK60,3RT2036-1AK60,3RT20361AK60,"CONTACTOR, AC3, 22 KW / 400 V,"
3RT20361AN60,3RT2036-1AN60,3RT20361AN60,"CONTACTOR, AC3, 22 KW / 400 V,"
3RT20361AR60,3RT2036-1AR60,3RT20361AR60,"CONTACTOR DE POTENCIA, AC3 50 A, 22 KW/"
3RT20371NB30,3RT2037-1NB30,3RT20371NB30,"CONTACTOR DE POTENCIA, AC3 65 A, 30 KW/"
3RT20371AC20,3RT2037-1AC20,3RT20371AC20,"CONTACTOR DE POTENCIA, AC3 65 A, 30 KW/"
3RT20371AK60,3RT2037-1AK60,3RT20371AK60,"CONTACTOR, AC3, 30 KW / 400 V, 1 NA + 1"
3RT20381NB30,3RT2038-1NB30,3RT20381NB30,"CONTACTOR, AC3, 37 KW / 400 V,"
3RT20371AN10,3RT2037-1AN10,3RT20371AN10,"CONTACTOR DE POTENCIA, AC3 65 A, 30 KW/"
3RT20381AC20,3RT2038-1AC20,3RT20381AC20,"CONTACTOR, AC3, 37 KW / 400 V,"
3RT20381AK60,3RT2038-1AK60,3RT20381AK60,"CONTACTOR, AC3, 37 KW / 400 V, 1 NA + 1"
